Rk,Team,Date,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Match Report
4949,Valencia,2007-01-28,@,Betis,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
4950,Recreativo,2007-01-28,@,Mallorca,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
4951,Mallorca,2007-01-28,,Recreativo,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
4952,Getafe,2007-01-28,,Osasuna,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
4953,Osasuna,2007-01-28,@,Getafe,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
4954,Celta Vigo,2007-01-28,@,Barcelona,es La Liga,L 1-3,1,3,-2,,0,1,,,Match Report
4955,La Coruña,2007-01-28,@,Zaragoza,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
4956,Zaragoza,2007-01-28,,La Coruña,es La Liga,D 1-1,1,1,0,,0,1,,,Match Report
4957,Sevilla,2007-01-28,@,Levante,es La Liga,W 4-2,4,2,2,,3,0,,,Match Report
4958,Levante,2007-01-28,,Sevilla,es La Liga,L 2-4,2,4,-2,,2,0,,,Match Report
4959,Athletic Club,2007-01-28,@,Real Sociedad,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
4960,Espanyol,2007-01-28,@,Gimnàstic,es La Liga,L 0-4,0,4,-4,,0,0,,,Match Report
4961,La Coruña,2007-02-03,,Mallorca,es La Liga,W 1-0,1,0,1,,0,1,,,Match Report
4962,Atlético Madrid,2007-02-03,@,Valencia,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
4963,Mallorca,2007-02-03,@,La Coruña,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
4964,Valencia,2007-02-03,,Atlético Madrid,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
4965,Zaragoza,2007-02-03,@,Espanyol,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
4966,Espanyol,2007-02-03,,Zaragoza,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
4967,Athletic Club,2007-02-04,,Betis,es La Liga,L 1-2,1,2,-1,,0,1,,,Match Report
4968,Getafe,2007-02-04,@,Racing Sant,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
4969,Recreativo,2007-02-04,,Villarreal,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
4970,Villarreal,2007-02-04,@,Recreativo,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
4971,Gimnàstic,2007-02-04,@,Celta Vigo,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
4972,Racing Sant,2007-02-04,,Getafe,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
4973,Levante,2007-02-04,@,Real Madrid,es La Liga,W 1-0,1,0,1,,0,1,,,Match Report
4974,Real Madrid,2007-02-04,,Levante,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
4975,Osasuna,2007-02-04,,Barcelona,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
4976,Celta Vigo,2007-02-04,,Gimnàstic,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
4977,Betis,2007-02-04,@,Athletic Club,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
4978,Real Sociedad,2007-02-04,@,Sevilla,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
4979,Barcelona,2007-02-04,@,Osasuna,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
4980,Sevilla,2007-02-04,,Real Sociedad,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
4981,Sevilla,2007-02-10,@,Betis,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
4982,Real Sociedad,2007-02-10,,Real Madrid,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
4983,Betis,2007-02-10,,Sevilla,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
4984,Real Madrid,2007-02-10,@,Real Sociedad,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
4985,Osasuna,2007-02-11,@,Gimnàstic,es La Liga,W 3-2,3,2,1,,3,0,,,Match Report
4986,Atlético Madrid,2007-02-11,,Athletic Club,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
4987,Barcelona,2007-02-11,,Racing Sant,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
4988,Getafe,2007-02-11,,Valencia,es La Liga,W 3-0,3,0,3,,3,0,,,Match Report
4989,Zaragoza,2007-02-11,@,Mallorca,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
4990,Levante,2007-02-11,,Recreativo,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
4991,Racing Sant,2007-02-11,@,Barcelona,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
4992,Athletic Club,2007-02-11,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
4993,La Coruña,2007-02-11,@,Villarreal,es La Liga,W 2-0,2,0,2,,1,0,,,Match Report
4994,Valencia,2007-02-11,@,Getafe,es La Liga,L 0-3,0,3,-3,,0,0,,,Match Report
4995,Gimnàstic,2007-02-11,,Osasuna,es La Liga,L 2-3,2,3,-1,,2,0,,,Match Report
4996,Mallorca,2007-02-11,,Zaragoza,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
4997,Espanyol,2007-02-11,@,Celta Vigo,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
4998,Celta Vigo,2007-02-11,,Espanyol,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
4999,Villarreal,2007-02-11,,La Coruña,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5000,Recreativo,2007-02-11,@,Levante,es La Liga,L 1-2,1,2,-1,,0,1,,,Match Report
5001,Zaragoza,2007-02-17,,Villarreal,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5002,Villarreal,2007-02-17,@,Zaragoza,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5003,Betis,2007-02-17,@,Real Madrid,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5004,Real Madrid,2007-02-17,,Betis,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5005,Getafe,2007-02-18,@,Athletic Club,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5006,Real Sociedad,2007-02-18,@,Recreativo,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5007,Osasuna,2007-02-18,,Celta Vigo,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5008,Celta Vigo,2007-02-18,@,Osasuna,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5009,Athletic Club,2007-02-18,,Getafe,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
5010,La Coruña,2007-02-18,,Levante,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5011,Mallorca,2007-02-18,@,Espanyol,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
5012,Levante,2007-02-18,@,La Coruña,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5013,Atlético Madrid,2007-02-18,@,Sevilla,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
5014,Valencia,2007-02-18,,Barcelona,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
5015,Recreativo,2007-02-18,,Real Sociedad,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5016,Racing Sant,2007-02-18,,Gimnàstic,es La Liga,W 4-1,4,1,3,,3,0,,,Match Report
5017,Sevilla,2007-02-18,,Atlético Madrid,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
5018,Gimnàstic,2007-02-18,@,Racing Sant,es La Liga,L 1-4,1,4,-3,,1,0,,,Match Report
5019,Barcelona,2007-02-18,@,Valencia,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
5020,Espanyol,2007-02-18,,Mallorca,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
5021,Atlético Madrid,2007-02-24,,Real Madrid,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5022,Real Sociedad,2007-02-24,,La Coruña,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5023,La Coruña,2007-02-24,@,Real Sociedad,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5024,Real Madrid,2007-02-24,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5025,Betis,2007-02-25,,Recreativo,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5026,Espanyol,2007-02-25,@,Osasuna,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
5027,Sevilla,2007-02-25,@,Getafe,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5028,Racing Sant,2007-02-25,@,Celta Vigo,es La Liga,D 2-2,2,2,0,,1,1,,,Match Report
5029,Levante,2007-02-25,,Zaragoza,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5030,Barcelona,2007-02-25,,Athletic Club,es La Liga,W 3-0,3,0,3,,2,0,,,Match Report
5031,Zaragoza,2007-02-25,@,Levante,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5032,Recreativo,2007-02-25,@,Betis,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5033,Osasuna,2007-02-25,,Espanyol,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5034,Mallorca,2007-02-25,@,Villarreal,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
5035,Getafe,2007-02-25,,Sevilla,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5036,Valencia,2007-02-25,@,Gimnàstic,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5037,Villarreal,2007-02-25,,Mallorca,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
5038,Athletic Club,2007-02-25,@,Barcelona,es La Liga,L 0-3,0,3,-3,,0,0,,,Match Report
5039,Gimnàstic,2007-02-25,,Valencia,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5040,Celta Vigo,2007-02-25,,Racing Sant,es La Liga,D 2-2,2,2,0,,1,1,,,Match Report
5041,Valencia,2007-03-03,,Celta Vigo,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5042,Barcelona,2007-03-03,@,Sevilla,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
5043,Celta Vigo,2007-03-03,@,Valencia,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5044,Sevilla,2007-03-03,,Barcelona,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
5045,Gimnàstic,2007-03-04,@,Athletic Club,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
5046,Atlético Madrid,2007-03-04,@,Recreativo,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5047,Racing Sant,2007-03-04,,Osasuna,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5048,Real Madrid,2007-03-04,,Getafe,es La Liga,D 1-1,1,1,0,,0,1,,,Match Report
5049,Espanyol,2007-03-04,,Villarreal,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5050,Real Sociedad,2007-03-04,@,Zaragoza,es La Liga,L 2-3,2,3,-1,,2,0,,,Match Report
5051,Mallorca,2007-03-04,,Levante,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
5052,Zaragoza,2007-03-04,,Real Sociedad,es La Liga,W 3-2,3,2,1,,2,1,,,Match Report
5053,Villarreal,2007-03-04,@,Espanyol,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5054,La Coruña,2007-03-04,,Betis,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5055,Betis,2007-03-04,@,La Coruña,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5056,Levante,2007-03-04,@,Mallorca,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
5057,Getafe,2007-03-04,@,Real Madrid,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5058,Athletic Club,2007-03-04,,Gimnàstic,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5059,Recreativo,2007-03-04,,Atlético Madrid,es La Liga,W 1-0,1,0,1,,0,1,,,Match Report
5060,Osasuna,2007-03-04,@,Racing Sant,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5061,Levante,2007-03-10,,Villarreal,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5062,Villarreal,2007-03-10,@,Levante,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
5063,Real Madrid,2007-03-10,@,Barcelona,es La Liga,D 3-3,3,3,0,,2,1,,,Match Report
5064,Barcelona,2007-03-10,,Real Madrid,es La Liga,D 3-3,3,3,0,,3,0,,,Match Report
5065,Getafe,2007-03-11,,Recreativo,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5066,Recreativo,2007-03-11,@,Getafe,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5067,Athletic Club,2007-03-11,@,Celta Vigo,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5068,Betis,2007-03-11,,Zaragoza,es La Liga,D 1-1,1,1,0,,0,1,,,Match Report
5069,Celta Vigo,2007-03-11,,Athletic Club,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5070,Atlético Madrid,2007-03-11,,La Coruña,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
5071,Racing Sant,2007-03-11,,Espanyol,es La Liga,D 1-1,1,1,0,,0,1,,,Match Report
5072,Mallorca,2007-03-11,@,Real Sociedad,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
5073,Valencia,2007-03-11,@,Osasuna,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5074,Gimnàstic,2007-03-11,,Sevilla,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5075,Sevilla,2007-03-11,@,Gimnàstic,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5076,Zaragoza,2007-03-11,@,Betis,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5077,La Coruña,2007-03-11,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5078,Osasuna,2007-03-11,,Valencia,es La Liga,D 1-1,1,1,0,,0,1,,,Match Report
5079,Real Sociedad,2007-03-11,,Mallorca,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
5080,Espanyol,2007-03-11,@,Racing Sant,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5081,Barcelona,2007-03-17,@,Recreativo,es La Liga,W 4-0,4,0,4,,4,0,,,Match Report
5082,Osasuna,2007-03-17,@,Athletic Club,es La Liga,W 3-0,3,0,3,,2,1,,,Match Report
5083,Betis,2007-03-17,@,Mallorca,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5084,Athletic Club,2007-03-17,,Osasuna,es La Liga,L 0-3,0,3,-3,,0,0,,,Match Report
5085,Recreativo,2007-03-17,,Barcelona,es La Liga,L 0-4,0,4,-4,,0,0,,,Match Report
5086,Racing Sant,2007-03-17,@,Valencia,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
5087,Valencia,2007-03-17,,Racing Sant,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5088,Mallorca,2007-03-17,,Betis,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
5089,Gimnàstic,2007-03-18,@,Real Madrid,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5090,La Coruña,2007-03-18,,Getafe,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5091,Sevilla,2007-03-18,,Celta Vigo,es La Liga,W 2-0,2,0,2,,1,1,,,Match Report
5092,Atlético Madrid,2007-03-18,@,Zaragoza,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5093,Espanyol,2007-03-18,,Levante,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5094,Villarreal,2007-03-18,,Real Sociedad,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5095,Real Sociedad,2007-03-18,@,Villarreal,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5096,Getafe,2007-03-18,@,La Coruña,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5097,Levante,2007-03-18,@,Espanyol,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5098,Celta Vigo,2007-03-18,@,Sevilla,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5099,Real Madrid,2007-03-18,,Gimnàstic,es La Liga,W 2-0,2,0,2,,1,0,,,Match Report
5100,Zaragoza,2007-03-18,,Atlético Madrid,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5101,Betis,2007-03-31,,Villarreal,es La Liga,D 3-3,3,3,0,,3,0,,,Match Report
5102,Real Sociedad,2007-03-31,,Levante,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5103,Barcelona,2007-03-31,,La Coruña,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
5104,Levante,2007-03-31,@,Real Sociedad,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5105,Valencia,2007-03-31,,Espanyol,es La Liga,W 3-2,3,2,1,,3,0,,,Match Report
5106,La Coruña,2007-03-31,@,Barcelona,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
5107,Villarreal,2007-03-31,@,Betis,es La Liga,D 3-3,3,3,0,,3,0,,,Match Report
5108,Espanyol,2007-03-31,@,Valencia,es La Liga,L 2-3,2,3,-1,,2,0,,,Match Report
5109,Gimnàstic,2007-04-01,,Recreativo,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5110,Atlético Madrid,2007-04-01,,Mallorca,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5111,Real Madrid,2007-04-01,@,Celta Vigo,es La Liga,W 2-1,2,1,1,,1,1,,,Match Report
5112,Zaragoza,2007-04-01,@,Getafe,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
5113,Getafe,2007-04-01,,Zaragoza,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
5114,Sevilla,2007-04-01,@,Osasuna,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5115,Racing Sant,2007-04-01,,Athletic Club,es La Liga,W 5-4,5,4,1,,3,1,,,Match Report
5116,Osasuna,2007-04-01,,Sevilla,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5117,Recreativo,2007-04-01,@,Gimnàstic,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5118,Mallorca,2007-04-01,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5119,Celta Vigo,2007-04-01,,Real Madrid,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
5120,Athletic Club,2007-04-01,@,Racing Sant,es La Liga,L 4-5,4,5,-1,,4,0,,,Match Report
5121,Valencia,2007-04-07,@,Athletic Club,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5122,Barcelona,2007-04-07,@,Zaragoza,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5123,Zaragoza,2007-04-07,,Barcelona,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5124,Athletic Club,2007-04-07,,Valencia,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5125,Celta Vigo,2007-04-08,@,Recreativo,es La Liga,L 2-4,2,4,-2,,1,1,,,Match Report
5126,Mallorca,2007-04-08,,Getafe,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
5127,Recreativo,2007-04-08,,Celta Vigo,es La Liga,W 4-2,4,2,2,,3,1,,,Match Report
5128,Gimnàstic,2007-04-08,@,La Coruña,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5129,Osasuna,2007-04-08,@,Real Madrid,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5130,Betis,2007-04-08,@,Levante,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5131,Getafe,2007-04-08,@,Mallorca,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5132,Real Sociedad,2007-04-08,@,Espanyol,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5133,Racing Sant,2007-04-08,@,Sevilla,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5134,Espanyol,2007-04-08,,Real Sociedad,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5135,Atlético Madrid,2007-04-08,@,Villarreal,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5136,La Coruña,2007-04-08,,Gimnàstic,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5137,Sevilla,2007-04-08,,Racing Sant,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5138,Villarreal,2007-04-08,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5139,Levante,2007-04-08,,Betis,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5140,Real Madrid,2007-04-08,,Osasuna,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
5141,Real Sociedad,2007-04-14,@,Betis,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5142,Betis,2007-04-14,,Real Sociedad,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5143,Real Madrid,2007-04-14,@,Racing Sant,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
5144,Racing Sant,2007-04-14,,Real Madrid,es La Liga,W 2-1,2,1,1,,0,2,,,Match Report
5145,Espanyol,2007-04-15,@,Athletic Club,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
5146,La Coruña,2007-04-15,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5147,Sevilla,2007-04-15,@,Valencia,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5148,Osasuna,2007-04-15,,Recreativo,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5149,Villarreal,2007-04-15,@,Getafe,es La Liga,L 0-3,0,3,-3,,0,0,,,Match Report
5150,Mallorca,2007-04-15,@,Barcelona,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5151,Recreativo,2007-04-15,@,Osasuna,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5152,Levante,2007-04-15,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5153,Getafe,2007-04-15,,Villarreal,es La Liga,W 3-0,3,0,3,,3,0,,,Match Report
5154,Gimnàstic,2007-04-15,,Zaragoza,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5155,Celta Vigo,2007-04-15,,La Coruña,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5156,Atlético Madrid,2007-04-15,,Levante,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5157,Zaragoza,2007-04-15,@,Gimnàstic,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5158,Athletic Club,2007-04-15,,Espanyol,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
5159,Barcelona,2007-04-15,,Mallorca,es La Liga,W 1-0,1,0,1,,0,0,,,Match Report
5160,Valencia,2007-04-15,,Sevilla,es La Liga,W 2-0,2,0,2,,1,1,,,Match Report
5161,Valencia,2007-04-21,@,Real Madrid,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
5162,Real Madrid,2007-04-21,,Valencia,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
5163,Real Sociedad,2007-04-21,,Atlético Madrid,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
5164,Atlético Madrid,2007-04-21,@,Real Sociedad,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5165,Villarreal,2007-04-22,,Barcelona,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
5166,Sevilla,2007-04-22,,Athletic Club,es La Liga,W 4-1,4,1,3,,4,0,,,Match Report
5167,Racing Sant,2007-04-22,@,Recreativo,es La Liga,L 2-4,2,4,-2,,2,0,,,Match Report
5168,Levante,2007-04-22,,Getafe,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5169,Barcelona,2007-04-22,@,Villarreal,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5170,Celta Vigo,2007-04-22,@,Zaragoza,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5171,Zaragoza,2007-04-22,,Celta Vigo,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
5172,Osasuna,2007-04-22,@,La Coruña,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5173,La Coruña,2007-04-22,,Osasuna,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5174,Getafe,2007-04-22,@,Levante,es La Liga,D 1-1,1,1,0,,1,0,,,Match Report
5175,Espanyol,2007-04-22,,Betis,es La Liga,D 2-2,2,2,0,,1,1,,,Match Report
5176,Betis,2007-04-22,@,Espanyol,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
5177,Athletic Club,2007-04-22,@,Sevilla,es La Liga,L 1-4,1,4,-3,,1,0,,,Match Report
5178,Recreativo,2007-04-22,,Racing Sant,es La Liga,W 4-2,4,2,2,,4,0,,,Match Report
5179,Gimnàstic,2007-04-22,@,Mallorca,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5180,Mallorca,2007-04-22,,Gimnàstic,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5181,Valencia,2007-04-28,,Recreativo,es La Liga,W 2-0,2,0,2,,2,0,,,Match Report
5182,Atlético Madrid,2007-04-28,,Betis,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5183,Betis,2007-04-28,@,Atlético Madrid,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5184,Recreativo,2007-04-28,@,Valencia,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5185,Real Sociedad,2007-04-29,@,Getafe,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5186,Barcelona,2007-04-29,,Levante,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5187,Racing Sant,2007-04-29,,La Coruña,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5188,Levante,2007-04-29,@,Barcelona,es La Liga,L 0-1,0,1,-1,,0,0,,,Match Report
5189,Osasuna,2007-04-29,,Zaragoza,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
5190,Athletic Club,2007-04-29,,Real Madrid,es La Liga,L 1-4,1,4,-3,,1,0,,,Match Report
5191,Zaragoza,2007-04-29,@,Osasuna,es La Liga,D 2-2,2,2,0,,2,0,,,Match Report
5192,Getafe,2007-04-29,,Real Sociedad,es La Liga,W 1-0,1,0,1,,1,0,,,Match Report
5193,Espanyol,2007-04-29,@,Sevilla,es La Liga,L 1-3,1,3,-2,,1,0,,,Match Report
5194,Villarreal,2007-04-29,@,Gimnàstic,es La Liga,W 3-0,3,0,3,,3,0,,,Match Report
5195,La Coruña,2007-04-29,@,Racing Sant,es La Liga,D 0-0,0,0,0,,0,0,,,Match Report
5196,Mallorca,2007-04-29,@,Celta Vigo,es La Liga,W 3-0,3,0,3,,3,0,,,Match Report
5197,Celta Vigo,2007-04-29,,Mallorca,es La Liga,L 0-3,0,3,-3,,0,0,,,Match Report
5198,Real Madrid,2007-04-29,@,Athletic Club,es La Liga,W 4-1,4,1,3,,4,0,,,Match Report
5199,Sevilla,2007-04-29,,Espanyol,es La Liga,W 3-1,3,1,2,,3,0,,,Match Report
5200,Gimnàstic,2007-04-29,,Villarreal,es La Liga,L 0-3,0,3,-3,,0,0,,,Match Report
5201,Valencia,2007-05-05,@,La Coruña,es La Liga,W 2-1,2,1,1,,2,0,,,Match Report
5202,Real Sociedad,2007-05-05,,Barcelona,es La Liga,L 0-2,0,2,-2,,0,0,,,Match Report
5203,La Coruña,2007-05-05,,Valencia,es La Liga,L 1-2,1,2,-1,,1,0,,,Match Report
